custom_id,unique_id,text,label,perturbation_type,gold,predicted,finish_reason,correct
1303,mf_0260,19th CEO Survey,Business & Management,p4_role,A,A,stop,1
1304,mf_0260,19th CEO Survey,Business & Management,p5_fewshot,A,A,stop,1
1305,mf_0261,Energy and Utilities Industry,Industry,p1_format,D,D,stop,1
1306,mf_0261,Energy and Utilities Industry,Industry,p1_format_soft,D,D,stop,1
1307,mf_0261,Energy and Utilities Industry,Industry,p2_complexity,D,D,stop,1
1308,mf_0261,Energy and Utilities Industry,Industry,p4_role,D,D,stop,1
1309,mf_0261,Energy and Utilities Industry,Industry,p5_fewshot,D,D,stop,1
1310,mf_0262,The financial sector under pressure of change,Finance,p1_format,B,B,stop,1
1311,mf_0262,The financial sector under pressure of change,Finance,p1_format_soft,B,B,stop,1
1312,mf_0262,The financial sector under pressure of change,Finance,p2_complexity,B,B,stop,1
1313,mf_0262,The financial sector under pressure of change,Finance,p4_role,B,B,stop,1
1314,mf_0262,The financial sector under pressure of change,Finance,p5_fewshot,B,B,stop,1
1315,mf_0263,Mergers & Acquisitions Tax Services,Finance,p1_format,B,E,stop,0
1316,mf_0263,Mergers & Acquisitions Tax Services,Finance,p1_format_soft,B,E,stop,0
1317,mf_0263,Mergers & Acquisitions Tax Services,Finance,p2_complexity,B,E,stop,0
1318,mf_0263,Mergers & Acquisitions Tax Services,Finance,p4_role,B,E,stop,0
1319,mf_0263,Mergers & Acquisitions Tax Services,Finance,p5_fewshot,B,E,stop,0
1320,mf_0264,Mergers & Acquisitions Advisory,Finance,p1_format,B,B,stop,1
1321,mf_0264,Mergers & Acquisitions Advisory,Finance,p1_format_soft,B,B,stop,1
1322,mf_0264,Mergers & Acquisitions Advisory,Finance,p2_complexity,B,B,stop,1
1323,mf_0264,Mergers & Acquisitions Advisory,Finance,p4_role,B,B,stop,1
1324,mf_0264,Mergers & Acquisitions Advisory,Finance,p5_fewshot,B,B,stop,1
1325,mf_0265,PwC: Upskilling your workforce should remain a key priority even in an uncertain world,Business & Management,p1_format,A,A,stop,1
1326,mf_0265,PwC: Upskilling your workforce should remain a key priority even in an uncertain world,Business & Management,p1_format_soft,A,A,stop,1
1327,mf_0265,PwC: Upskilling your workforce should remain a key priority even in an uncertain world,Business & Management,p2_complexity,A,A,stop,1
1328,mf_0265,PwC: Upskilling your workforce should remain a key priority even in an uncertain world,Business & Management,p4_role,A,A,stop,1
1329,mf_0265,PwC: Upskilling your workforce should remain a key priority even in an uncertain world,Business & Management,p5_fewshot,A,A,stop,1
1330,mf_0266,Ethics and business conduct,Business & Management,p1_format,A,A,stop,1
1331,mf_0266,Ethics and business conduct,Business & Management,p1_format_soft,A,A,stop,1
1332,mf_0266,Ethics and business conduct,Business & Management,p2_complexity,A,A,stop,1
1333,mf_0266,Ethics and business conduct,Business & Management,p4_role,A,A,stop,1
1334,mf_0266,Ethics and business conduct,Business & Management,p5_fewshot,A,A,stop,1
1335,mf_0267,The Healthy Sense Award presents the 2020 shortlist of nominees,Industry,p1_format,D,A,stop,0
1336,mf_0267,The Healthy Sense Award presents the 2020 shortlist of nominees,Industry,p1_format_soft,D,A,stop,0
1337,mf_0267,The Healthy Sense Award presents the 2020 shortlist of nominees,Industry,p2_complexity,D,A,stop,0
1338,mf_0267,The Healthy Sense Award presents the 2020 shortlist of nominees,Industry,p4_role,D,A,stop,0
1339,mf_0267,The Healthy Sense Award presents the 2020 shortlist of nominees,Industry,p5_fewshot,D,A,stop,0
1340,mf_0268,IFRS 16 Leases,Tax & Accounting,p1_format,E,E,stop,1
1341,mf_0268,IFRS 16 Leases,Tax & Accounting,p1_format_soft,E,E,stop,1
1342,mf_0268,IFRS 16 Leases,Tax & Accounting,p2_complexity,E,E,stop,1
1343,mf_0268,IFRS 16 Leases,Tax & Accounting,p4_role,E,E,stop,1
1344,mf_0268,IFRS 16 Leases,Tax & Accounting,p5_fewshot,E,E,stop,1
1345,mf_0269,The Digital Healthcare Leap,Industry,p1_format,D,F,stop,0
1346,mf_0269,The Digital Healthcare Leap,Industry,p1_format_soft,D,F,stop,0
1347,mf_0269,The Digital Healthcare Leap,Industry,p2_complexity,D,D,stop,1
1348,mf_0269,The Digital Healthcare Leap,Industry,p4_role,D,F,stop,0
1349,mf_0269,The Digital Healthcare Leap,Industry,p5_fewshot,D,F,stop,0
1350,mf_0270,Tax and legal news 7 October 2016,Tax & Accounting,p1_format,E,E,stop,1
1351,mf_0270,Tax and legal news 7 October 2016,Tax & Accounting,p1_format_soft,E,E,stop,1
1352,mf_0270,Tax and legal news 7 October 2016,Tax & Accounting,p2_complexity,E,E,stop,1
1353,mf_0270,Tax and legal news 7 October 2016,Tax & Accounting,p4_role,E,E,stop,1
1354,mf_0270,Tax and legal news 7 October 2016,Tax & Accounting,p5_fewshot,E,E,stop,1
1355,mf_0271,"IFRS news, August 2018",Tax & Accounting,p1_format,E,E,stop,1
1356,mf_0271,"IFRS news, August 2018",Tax & Accounting,p1_format_soft,E,E,stop,1
1357,mf_0271,"IFRS news, August 2018",Tax & Accounting,p2_complexity,E,E,stop,1
1358,mf_0271,"IFRS news, August 2018",Tax & Accounting,p4_role,E,E,stop,1
1359,mf_0271,"IFRS news, August 2018",Tax & Accounting,p5_fewshot,E,E,stop,1
1360,mf_0272,Insurance,Finance,p1_format,B,B,stop,1
1361,mf_0272,Insurance,Finance,p1_format_soft,B,B,stop,1
1362,mf_0272,Insurance,Finance,p2_complexity,B,B,stop,1
1363,mf_0272,Insurance,Finance,p4_role,B,B,stop,1
1364,mf_0272,Insurance,Finance,p5_fewshot,B,B,stop,1
1365,mf_0273,Consumer insights about transport & delivery 2018,Industry,p1_format,D,D,stop,1
1366,mf_0273,Consumer insights about transport & delivery 2018,Industry,p1_format_soft,D,D,stop,1
1367,mf_0273,Consumer insights about transport & delivery 2018,Industry,p2_complexity,D,D,stop,1
1368,mf_0273,Consumer insights about transport & delivery 2018,Industry,p4_role,D,D,stop,1
1369,mf_0273,Consumer insights about transport & delivery 2018,Industry,p5_fewshot,D,D,stop,1
1370,mf_0274,Global Consumer Insights Survey 2019,Industry,p1_format,D,A,stop,0
1371,mf_0274,Global Consumer Insights Survey 2019,Industry,p1_format_soft,D,A,stop,0
1372,mf_0274,Global Consumer Insights Survey 2019,Industry,p2_complexity,D,A,stop,0
1373,mf_0274,Global Consumer Insights Survey 2019,Industry,p4_role,D,A,stop,0
1374,mf_0274,Global Consumer Insights Survey 2019,Industry,p5_fewshot,D,A,stop,0
1375,mf_0275,2017 Oil and Gas Trends,Industry,p1_format,D,D,stop,1
1376,mf_0275,2017 Oil and Gas Trends,Industry,p1_format_soft,D,D,stop,1
1377,mf_0275,2017 Oil and Gas Trends,Industry,p2_complexity,D,D,stop,1
1378,mf_0275,2017 Oil and Gas Trends,Industry,p4_role,D,D,stop,1
1379,mf_0275,2017 Oil and Gas Trends,Industry,p5_fewshot,D,D,stop,1
1380,mf_0276,The digital transformation,Technology,p1_format,F,F,stop,1
1381,mf_0276,The digital transformation,Technology,p1_format_soft,F,F,stop,1
1382,mf_0276,The digital transformation,Technology,p2_complexity,F,F,stop,1
1383,mf_0276,The digital transformation,Technology,p4_role,F,F,stop,1
1384,mf_0276,The digital transformation,Technology,p5_fewshot,F,F,stop,1
1385,mf_0277,Prepare your SAP for no-deal Brexit,Technology,p1_format,F,F,stop,1
1386,mf_0277,Prepare your SAP for no-deal Brexit,Technology,p1_format_soft,F,F,stop,1
1387,mf_0277,Prepare your SAP for no-deal Brexit,Technology,p2_complexity,F,F,stop,1
1388,mf_0277,Prepare your SAP for no-deal Brexit,Technology,p4_role,F,F,stop,1
1389,mf_0277,Prepare your SAP for no-deal Brexit,Technology,p5_fewshot,F,F,stop,1
1390,mf_0278,Cybersecurity and Privacy,Technology,p1_format,F,F,stop,1
1391,mf_0278,Cybersecurity and Privacy,Technology,p1_format_soft,F,F,stop,1
1392,mf_0278,Cybersecurity and Privacy,Technology,p2_complexity,F,F,stop,1
1393,mf_0278,Cybersecurity and Privacy,Technology,p4_role,F,F,stop,1
1394,mf_0278,Cybersecurity and Privacy,Technology,p5_fewshot,F,F,stop,1
1395,mf_0279,Success factors: Tech’s appeal in Greece: Global Family Business Survey 2016: PwC,Business & Management,p1_format,A,F,stop,0
1396,mf_0279,Success factors: Tech’s appeal in Greece: Global Family Business Survey 2016: PwC,Business & Management,p1_format_soft,A,F,stop,0
1397,mf_0279,Success factors: Tech’s appeal in Greece: Global Family Business Survey 2016: PwC,Business & Management,p2_complexity,A,F,stop,0
1398,mf_0279,Success factors: Tech’s appeal in Greece: Global Family Business Survey 2016: PwC,Business & Management,p4_role,A,F,stop,0
1399,mf_0279,Success factors: Tech’s appeal in Greece: Global Family Business Survey 2016: PwC,Business & Management,p5_fewshot,A,F,stop,0
1400,mf_0280,Performance assurance services,Tax & Accounting,p1_format,E,E,stop,1
1401,mf_0280,Performance assurance services,Tax & Accounting,p1_format_soft,E,E,stop,1
1402,mf_0280,Performance assurance services,Tax & Accounting,p2_complexity,E,E,stop,1
1403,mf_0280,Performance assurance services,Tax & Accounting,p4_role,E,E,stop,1
1404,mf_0280,Performance assurance services,Tax & Accounting,p5_fewshot,E,E,stop,1
1405,mf_0281,Central Government Reforms: “Transforming Policy to Action”,Government & Controls,p1_format,C,C,stop,1
1406,mf_0281,Central Government Reforms: “Transforming Policy to Action”,Government & Controls,p1_format_soft,C,C,stop,1
1407,mf_0281,Central Government Reforms: “Transforming Policy to Action”,Government & Controls,p2_complexity,C,C,stop,1
1408,mf_0281,Central Government Reforms: “Transforming Policy to Action”,Government & Controls,p4_role,C,C,stop,1
1409,mf_0281,Central Government Reforms: “Transforming Policy to Action”,Government & Controls,p5_fewshot,C,C,stop,1
1410,mf_0282,Auditing and accounting,Tax & Accounting,p1_format,E,E,stop,1
1411,mf_0282,Auditing and accounting,Tax & Accounting,p1_format_soft,E,E,stop,1
1412,mf_0282,Auditing and accounting,Tax & Accounting,p2_complexity,E,E,stop,1
1413,mf_0282,Auditing and accounting,Tax & Accounting,p4_role,E,E,stop,1
1414,mf_0282,Auditing and accounting,Tax & Accounting,p5_fewshot,E,E,stop,1
1415,mf_0283,Emerging Trends in Real Estate®: Europe 2018,Industry,p1_format,D,D,stop,1
1416,mf_0283,Emerging Trends in Real Estate®: Europe 2018,Industry,p1_format_soft,D,D,stop,1
1417,mf_0283,Emerging Trends in Real Estate®: Europe 2018,Industry,p2_complexity,D,D,stop,1
1418,mf_0283,Emerging Trends in Real Estate®: Europe 2018,Industry,p4_role,D,D,stop,1
1419,mf_0283,Emerging Trends in Real Estate®: Europe 2018,Industry,p5_fewshot,D,D,stop,1
1420,mf_0284,Deal summary OneMed Group Oy / Megra Oy,Finance,p1_format,B,B,stop,1
1421,mf_0284,Deal summary OneMed Group Oy / Megra Oy,Finance,p1_format_soft,B,B,stop,1
1422,mf_0284,Deal summary OneMed Group Oy / Megra Oy,Finance,p2_complexity,B,B,stop,1
1423,mf_0284,Deal summary OneMed Group Oy / Megra Oy,Finance,p4_role,B,B,stop,1
1424,mf_0284,Deal summary OneMed Group Oy / Megra Oy,Finance,p5_fewshot,B,A,stop,0
1425,mf_0285,Corporate Income Tax,Tax & Accounting,p1_format,E,E,stop,1
1426,mf_0285,Corporate Income Tax,Tax & Accounting,p1_format_soft,E,E,stop,1
1427,mf_0285,Corporate Income Tax,Tax & Accounting,p2_complexity,E,E,stop,1
1428,mf_0285,Corporate Income Tax,Tax & Accounting,p4_role,E,E,stop,1
1429,mf_0285,Corporate Income Tax,Tax & Accounting,p5_fewshot,E,E,stop,1
1430,mf_0286,Further important changes in income taxes and the Polish Tax Code,Tax & Accounting,p1_format,E,E,stop,1
1431,mf_0286,Further important changes in income taxes and the Polish Tax Code,Tax & Accounting,p1_format_soft,E,E,stop,1
1432,mf_0286,Further important changes in income taxes and the Polish Tax Code,Tax & Accounting,p2_complexity,E,E,stop,1
1433,mf_0286,Further important changes in income taxes and the Polish Tax Code,Tax & Accounting,p4_role,E,E,stop,1
1434,mf_0286,Further important changes in income taxes and the Polish Tax Code,Tax & Accounting,p5_fewshot,E,E,stop,1
1435,mf_0287,Actuarial services contact form,Finance,p1_format,B,B,stop,1
1436,mf_0287,Actuarial services contact form,Finance,p1_format_soft,B,B,stop,1
1437,mf_0287,Actuarial services contact form,Finance,p2_complexity,B,B,stop,1
1438,mf_0287,Actuarial services contact form,Finance,p4_role,B,B,stop,1
1439,mf_0287,Actuarial services contact form,Finance,p5_fewshot,B,B,stop,1
1440,mf_0288,Deal summary Mankkaan Taksi Oy / Cabonline Group,Finance,p1_format,B,A,stop,0
1441,mf_0288,Deal summary Mankkaan Taksi Oy / Cabonline Group,Finance,p1_format_soft,B,A,stop,0
1442,mf_0288,Deal summary Mankkaan Taksi Oy / Cabonline Group,Finance,p2_complexity,B,A,stop,0
1443,mf_0288,Deal summary Mankkaan Taksi Oy / Cabonline Group,Finance,p4_role,B,A,stop,0
1444,mf_0288,Deal summary Mankkaan Taksi Oy / Cabonline Group,Finance,p5_fewshot,B,B,stop,1
1445,mf_0289,Fraud Risk Management,Government & Controls,p1_format,C,B,stop,0
1446,mf_0289,Fraud Risk Management,Government & Controls,p1_format_soft,C,B,stop,0
1447,mf_0289,Fraud Risk Management,Government & Controls,p2_complexity,C,B,stop,0
1448,mf_0289,Fraud Risk Management,Government & Controls,p4_role,C,B,stop,0
1449,mf_0289,Fraud Risk Management,Government & Controls,p5_fewshot,C,C,stop,1
1450,mf_0290,Finance and investment audit,Tax & Accounting,p1_format,E,B,stop,0
1451,mf_0290,Finance and investment audit,Tax & Accounting,p1_format_soft,E,B,stop,0
1452,mf_0290,Finance and investment audit,Tax & Accounting,p2_complexity,E,B,stop,0
1453,mf_0290,Finance and investment audit,Tax & Accounting,p4_role,E,B,stop,0
1454,mf_0290,Finance and investment audit,Tax & Accounting,p5_fewshot,E,B,stop,0
1455,mf_0291,Tax and legal news 26 January 2017,Tax & Accounting,p1_format,E,E,stop,1
1456,mf_0291,Tax and legal news 26 January 2017,Tax & Accounting,p1_format_soft,E,E,stop,1
1457,mf_0291,Tax and legal news 26 January 2017,Tax & Accounting,p2_complexity,E,E,stop,1
1458,mf_0291,Tax and legal news 26 January 2017,Tax & Accounting,p4_role,E,E,stop,1
1459,mf_0291,Tax and legal news 26 January 2017,Tax & Accounting,p5_fewshot,E,E,stop,1
1460,mf_0292,PwC launches new tool to help organisations assess their workforce strategy,Business & Management,p1_format,A,A,stop,1
1461,mf_0292,PwC launches new tool to help organisations assess their workforce strategy,Business & Management,p1_format_soft,A,A,stop,1
1462,mf_0292,PwC launches new tool to help organisations assess their workforce strategy,Business & Management,p2_complexity,A,A,stop,1
1463,mf_0292,PwC launches new tool to help organisations assess their workforce strategy,Business & Management,p4_role,A,A,stop,1
1464,mf_0292,PwC launches new tool to help organisations assess their workforce strategy,Business & Management,p5_fewshot,A,A,stop,1
1465,mf_0293,IFRS news - June 2017,Tax & Accounting,p1_format,E,E,stop,1
1466,mf_0293,IFRS news - June 2017,Tax & Accounting,p1_format_soft,E,E,stop,1
1467,mf_0293,IFRS news - June 2017,Tax & Accounting,p2_complexity,E,E,stop,1
1468,mf_0293,IFRS news - June 2017,Tax & Accounting,p4_role,E,E,stop,1
1469,mf_0293,IFRS news - June 2017,Tax & Accounting,p5_fewshot,E,E,stop,1
1470,mf_0294,Deal summary OFI InfraVia / Outokumpu Oyj,Finance,p1_format,B,B,stop,1
1471,mf_0294,Deal summary OFI InfraVia / Outokumpu Oyj,Finance,p1_format_soft,B,B,stop,1
1472,mf_0294,Deal summary OFI InfraVia / Outokumpu Oyj,Finance,p2_complexity,B,B,stop,1
1473,mf_0294,Deal summary OFI InfraVia / Outokumpu Oyj,Finance,p4_role,B,B,stop,1
1474,mf_0294,Deal summary OFI InfraVia / Outokumpu Oyj,Finance,p5_fewshot,B,B,stop,1
1475,mf_0295,Leaders need to take responsibility for — and action on — responsible AI practices,Technology,p1_format,F,F,stop,1
1476,mf_0295,Leaders need to take responsibility for — and action on — responsible AI practices,Technology,p1_format_soft,F,F,stop,1
1477,mf_0295,Leaders need to take responsibility for — and action on — responsible AI practices,Technology,p2_complexity,F,F,stop,1
1478,mf_0295,Leaders need to take responsibility for — and action on — responsible AI practices,Technology,p4_role,F,F,stop,1
1479,mf_0295,Leaders need to take responsibility for — and action on — responsible AI practices,Technology,p5_fewshot,F,F,stop,1
1480,mf_0296,Global 100 Software Leaders report,Technology,p1_format,F,F,stop,1
1481,mf_0296,Global 100 Software Leaders report,Technology,p1_format_soft,F,F,stop,1
1482,mf_0296,Global 100 Software Leaders report,Technology,p2_complexity,F,F,stop,1
1483,mf_0296,Global 100 Software Leaders report,Technology,p4_role,F,F,stop,1
1484,mf_0296,Global 100 Software Leaders report,Technology,p5_fewshot,F,F,stop,1
1485,mf_0297,"IFRS news, October 2017",Tax & Accounting,p1_format,E,E,stop,1
1486,mf_0297,"IFRS news, October 2017",Tax & Accounting,p1_format_soft,E,E,stop,1
1487,mf_0297,"IFRS news, October 2017",Tax & Accounting,p2_complexity,E,E,stop,1
1488,mf_0297,"IFRS news, October 2017",Tax & Accounting,p4_role,E,E,stop,1
1489,mf_0297,"IFRS news, October 2017",Tax & Accounting,p5_fewshot,E,E,stop,1
1490,mf_0298,Energy Deals 2019,Industry,p1_format,D,D,stop,1
1491,mf_0298,Energy Deals 2019,Industry,p1_format_soft,D,D,stop,1
1492,mf_0298,Energy Deals 2019,Industry,p2_complexity,D,D,stop,1
1493,mf_0298,Energy Deals 2019,Industry,p4_role,D,D,stop,1
1494,mf_0298,Energy Deals 2019,Industry,p5_fewshot,D,D,stop,1
1495,mf_0299,The impacts of COVID-19 on taxation in Finland,Tax & Accounting,p1_format,E,E,stop,1
1496,mf_0299,The impacts of COVID-19 on taxation in Finland,Tax & Accounting,p1_format_soft,E,E,stop,1
1497,mf_0299,The impacts of COVID-19 on taxation in Finland,Tax & Accounting,p2_complexity,E,E,stop,1
1498,mf_0299,The impacts of COVID-19 on taxation in Finland,Tax & Accounting,p4_role,E,E,stop,1
1499,mf_0299,The impacts of COVID-19 on taxation in Finland,Tax & Accounting,p5_fewshot,E,E,stop,1
1500,mf_0300,System process assurance,Tax & Accounting,p1_format,E,F,stop,0
1501,mf_0300,System process assurance,Tax & Accounting,p1_format_soft,E,F,stop,0
1502,mf_0300,System process assurance,Tax & Accounting,p2_complexity,E,F,stop,0
1503,mf_0300,System process assurance,Tax & Accounting,p4_role,E,F,stop,0
1504,mf_0300,System process assurance,Tax & Accounting,p5_fewshot,E,F,stop,0
1505,mf_0301,"IFRS news, April 2020",Tax & Accounting,p1_format,E,E,stop,1
1506,mf_0301,"IFRS news, April 2020",Tax & Accounting,p1_format_soft,E,E,stop,1
1507,mf_0301,"IFRS news, April 2020",Tax & Accounting,p2_complexity,E,E,stop,1
1508,mf_0301,"IFRS news, April 2020",Tax & Accounting,p4_role,E,E,stop,1
1509,mf_0301,"IFRS news, April 2020",Tax & Accounting,p5_fewshot,E,E,stop,1
1510,mf_0302,Diversity and inclusion,Business & Management,p1_format,A,A,stop,1
1511,mf_0302,Diversity and inclusion,Business & Management,p1_format_soft,A,A,stop,1
1512,mf_0302,Diversity and inclusion,Business & Management,p2_complexity,A,A,stop,1
1513,mf_0302,Diversity and inclusion,Business & Management,p4_role,A,A,stop,1
1514,mf_0302,Diversity and inclusion,Business & Management,p5_fewshot,A,A,stop,1
1515,mf_0303,PwC's 21st CEO Survey: Key findings from the asset and wealth management industry,Finance,p1_format,B,B,stop,1
1516,mf_0303,PwC's 21st CEO Survey: Key findings from the asset and wealth management industry,Finance,p1_format_soft,B,B,stop,1
1517,mf_0303,PwC's 21st CEO Survey: Key findings from the asset and wealth management industry,Finance,p2_complexity,B,B,stop,1
1518,mf_0303,PwC's 21st CEO Survey: Key findings from the asset and wealth management industry,Finance,p4_role,B,B,stop,1
1519,mf_0303,PwC's 21st CEO Survey: Key findings from the asset and wealth management industry,Finance,p5_fewshot,B,B,stop,1
1520,mf_0304,Implementation of the filing of combined withholding tax returns and social security declarations postponed (again),Finance,p1_format,B,E,stop,0
1521,mf_0304,Implementation of the filing of combined withholding tax returns and social security declarations postponed (again),Finance,p1_format_soft,B,E,stop,0
1522,mf_0304,Implementation of the filing of combined withholding tax returns and social security declarations postponed (again),Finance,p2_complexity,B,E,stop,0
1523,mf_0304,Implementation of the filing of combined withholding tax returns and social security declarations postponed (again),Finance,p4_role,B,E,stop,0
1524,mf_0304,Implementation of the filing of combined withholding tax returns and social security declarations postponed (again),Finance,p5_fewshot,B,E,stop,0
1525,mf_0305,Responding to the potential business impacts of COVID-19,Business & Management,p1_format,A,A,stop,1
1526,mf_0305,Responding to the potential business impacts of COVID-19,Business & Management,p1_format_soft,A,A,stop,1
1527,mf_0305,Responding to the potential business impacts of COVID-19,Business & Management,p2_complexity,A,A,stop,1
1528,mf_0305,Responding to the potential business impacts of COVID-19,Business & Management,p4_role,A,A,stop,1
1529,mf_0305,Responding to the potential business impacts of COVID-19,Business & Management,p5_fewshot,A,A,stop,1
1530,mf_0306,Insurance Banana Skins 2017,Finance,p1_format,B,B,stop,1
1531,mf_0306,Insurance Banana Skins 2017,Finance,p1_format_soft,B,D,stop,0
1532,mf_0306,Insurance Banana Skins 2017,Finance,p2_complexity,B,D,stop,0
1533,mf_0306,Insurance Banana Skins 2017,Finance,p4_role,B,B,stop,1
1534,mf_0306,Insurance Banana Skins 2017,Finance,p5_fewshot,B,D,stop,0
1535,mf_0307,IFRS reporting,Tax & Accounting,p1_format,E,E,stop,1
1536,mf_0307,IFRS reporting,Tax & Accounting,p1_format_soft,E,E,stop,1
1537,mf_0307,IFRS reporting,Tax & Accounting,p2_complexity,E,E,stop,1
1538,mf_0307,IFRS reporting,Tax & Accounting,p4_role,E,E,stop,1
1539,mf_0307,IFRS reporting,Tax & Accounting,p5_fewshot,E,E,stop,1
1540,mf_0308,Tax rate benchmarking: Retail sector,Industry,p1_format,D,E,stop,0
1541,mf_0308,Tax rate benchmarking: Retail sector,Industry,p1_format_soft,D,E,stop,0
1542,mf_0308,Tax rate benchmarking: Retail sector,Industry,p2_complexity,D,E,stop,0
1543,mf_0308,Tax rate benchmarking: Retail sector,Industry,p4_role,D,E,stop,0
1544,mf_0308,Tax rate benchmarking: Retail sector,Industry,p5_fewshot,D,E,stop,0
1545,mf_0309,The Danish Ministry of Taxation publishes Bill to adjust the Danish tonnage tax scheme and the DIS scheme,Tax & Accounting,p1_format,E,E,stop,1
1546,mf_0309,The Danish Ministry of Taxation publishes Bill to adjust the Danish tonnage tax scheme and the DIS scheme,Tax & Accounting,p1_format_soft,E,E,stop,1
1547,mf_0309,The Danish Ministry of Taxation publishes Bill to adjust the Danish tonnage tax scheme and the DIS scheme,Tax & Accounting,p2_complexity,E,E,stop,1
1548,mf_0309,The Danish Ministry of Taxation publishes Bill to adjust the Danish tonnage tax scheme and the DIS scheme,Tax & Accounting,p4_role,E,E,stop,1
1549,mf_0309,The Danish Ministry of Taxation publishes Bill to adjust the Danish tonnage tax scheme and the DIS scheme,Tax & Accounting,p5_fewshot,E,E,stop,1
1550,mf_0310,PwC Appoints Pete Brown to co-lead Global People and Organisation Services,Business & Management,p1_format,A,A,stop,1
1551,mf_0310,PwC Appoints Pete Brown to co-lead Global People and Organisation Services,Business & Management,p1_format_soft,A,A,stop,1
1552,mf_0310,PwC Appoints Pete Brown to co-lead Global People and Organisation Services,Business & Management,p2_complexity,A,A,stop,1
1553,mf_0310,PwC Appoints Pete Brown to co-lead Global People and Organisation Services,Business & Management,p4_role,A,A,stop,1
1554,mf_0310,PwC Appoints Pete Brown to co-lead Global People and Organisation Services,Business & Management,p5_fewshot,A,A,stop,1
1555,mf_0311,What is ESG?,Business & Management,p1_format,A,B,stop,0
1556,mf_0311,What is ESG?,Business & Management,p1_format_soft,A,B,stop,0
1557,mf_0311,What is ESG?,Business & Management,p2_complexity,A,B,stop,0
1558,mf_0311,What is ESG?,Business & Management,p4_role,A,B,stop,0
1559,mf_0311,What is ESG?,Business & Management,p5_fewshot,A,B,stop,0
1560,mf_0312,Emerging Trends in Real Estate® - Europe 2018,Industry,p1_format,D,D,stop,1
1561,mf_0312,Emerging Trends in Real Estate® - Europe 2018,Industry,p1_format_soft,D,D,stop,1
1562,mf_0312,Emerging Trends in Real Estate® - Europe 2018,Industry,p2_complexity,D,D,stop,1
1563,mf_0312,Emerging Trends in Real Estate® - Europe 2018,Industry,p4_role,D,D,stop,1
1564,mf_0312,Emerging Trends in Real Estate® - Europe 2018,Industry,p5_fewshot,D,D,stop,1
1565,mf_0313,Data consumption,Technology,p1_format,F,F,stop,1
1566,mf_0313,Data consumption,Technology,p1_format_soft,F,F,stop,1
1567,mf_0313,Data consumption,Technology,p2_complexity,F,F,stop,1
1568,mf_0313,Data consumption,Technology,p4_role,F,F,stop,1
1569,mf_0313,Data consumption,Technology,p5_fewshot,F,F,stop,1
1570,mf_0314,Deal summary AinaCom Oy,Finance,p1_format,B,B,stop,1
1571,mf_0314,Deal summary AinaCom Oy,Finance,p1_format_soft,B,B,stop,1
1572,mf_0314,Deal summary AinaCom Oy,Finance,p2_complexity,B,B,stop,1
1573,mf_0314,Deal summary AinaCom Oy,Finance,p4_role,B,B,stop,1
1574,mf_0314,Deal summary AinaCom Oy,Finance,p5_fewshot,B,B,stop,1
1575,mf_0315,Tax services,Tax & Accounting,p1_format,E,E,stop,1
1576,mf_0315,Tax services,Tax & Accounting,p1_format_soft,E,E,stop,1
1577,mf_0315,Tax services,Tax & Accounting,p2_complexity,E,E,stop,1
1578,mf_0315,Tax services,Tax & Accounting,p4_role,E,E,stop,1
1579,mf_0315,Tax services,Tax & Accounting,p5_fewshot,E,E,stop,1
1580,mf_0316,Healthcare CEOs concerned about cyber threats but few are taking action,Industry,p1_format,D,A,stop,0
1581,mf_0316,Healthcare CEOs concerned about cyber threats but few are taking action,Industry,p1_format_soft,D,F,stop,0
1582,mf_0316,Healthcare CEOs concerned about cyber threats but few are taking action,Industry,p2_complexity,D,F,stop,0
1583,mf_0316,Healthcare CEOs concerned about cyber threats but few are taking action,Industry,p4_role,D,A,stop,0
1584,mf_0316,Healthcare CEOs concerned about cyber threats but few are taking action,Industry,p5_fewshot,D,F,stop,0
1585,mf_0317,PwC Named a Leader in Strategic Risk Management Consulting,Government & Controls,p1_format,C,A,stop,0
1586,mf_0317,PwC Named a Leader in Strategic Risk Management Consulting,Government & Controls,p1_format_soft,C,A,stop,0
1587,mf_0317,PwC Named a Leader in Strategic Risk Management Consulting,Government & Controls,p2_complexity,C,A,stop,0
1588,mf_0317,PwC Named a Leader in Strategic Risk Management Consulting,Government & Controls,p4_role,C,A,stop,0
1589,mf_0317,PwC Named a Leader in Strategic Risk Management Consulting,Government & Controls,p5_fewshot,C,A,stop,0
1590,mf_0318,Deal summary Veho Oy Ab,Finance,p1_format,B,B,stop,1
1591,mf_0318,Deal summary Veho Oy Ab,Finance,p1_format_soft,B,A,stop,0
1592,mf_0318,Deal summary Veho Oy Ab,Finance,p2_complexity,B,B,stop,1
1593,mf_0318,Deal summary Veho Oy Ab,Finance,p4_role,B,B,stop,1
1594,mf_0318,Deal summary Veho Oy Ab,Finance,p5_fewshot,B,B,stop,1
1595,mf_0319,HR system transformation,Business & Management,p1_format,A,F,stop,0
1596,mf_0319,HR system transformation,Business & Management,p1_format_soft,A,F,stop,0
1597,mf_0319,HR system transformation,Business & Management,p2_complexity,A,F,stop,0
1598,mf_0319,HR system transformation,Business & Management,p4_role,A,F,stop,0
1599,mf_0319,HR system transformation,Business & Management,p5_fewshot,A,F,stop,0
1600,mf_0320,Traditional TV and home video,Industry,p1_format,D,D,stop,1
