custom_id,unique_id,full_name,perturbation_type,gold,predicted,finish_reason,correct
2565,ll_0513,Jessica Chavez,p1_format,az,az,stop,1
2566,ll_0513,Jessica Chavez,p1_format_soft,az,az,stop,1
2567,ll_0513,Jessica Chavez,p2_complexity,az,az,stop,1
2568,ll_0513,Jessica Chavez,p4_role,az,az,stop,1
2569,ll_0513,Jessica Chavez,p5_fewshot,az,az,stop,1
2570,ll_0514,Daniel Romero,p1_format,lo,lo,stop,1
2571,ll_0514,Daniel Romero,p1_format_soft,lo,lo,stop,1
2572,ll_0514,Daniel Romero,p2_complexity,lo,lo,stop,1
2573,ll_0514,Daniel Romero,p4_role,lo,no,stop,0
2574,ll_0514,Daniel Romero,p5_fewshot,lo,no,stop,0
2575,ll_0515,Jennifer Thomas,p1_format,rs,rs,stop,1
2576,ll_0515,Jennifer Thomas,p1_format_soft,rs,rs,stop,1
2577,ll_0515,Jennifer Thomas,p2_complexity,rs,rs,stop,1
2578,ll_0515,Jennifer Thomas,p4_role,rs,rs,stop,1
2579,ll_0515,Jennifer Thomas,p5_fewshot,rs,rs,stop,1
2580,ll_0516,Mark Ramos,p1_format,ks,ks,stop,1
2581,ll_0516,Mark Ramos,p1_format_soft,ks,ks,stop,1
2582,ll_0516,Mark Ramos,p2_complexity,ks,ks,stop,1
2583,ll_0516,Mark Ramos,p4_role,ks,ks,stop,1
2584,ll_0516,Mark Ramos,p5_fewshot,ks,ks,stop,1
2585,ll_0517,Sharon Rios,p1_format,ns,ns,stop,1
2586,ll_0517,Sharon Rios,p1_format_soft,ns,ns,stop,1
2587,ll_0517,Sharon Rios,p2_complexity,ns,ns,stop,1
2588,ll_0517,Sharon Rios,p4_role,ns,ns,stop,1
2589,ll_0517,Sharon Rios,p5_fewshot,ns,ns,stop,1
2590,ll_0518,Kevin Aguilar,p1_format,nr,nr,stop,1
2591,ll_0518,Kevin Aguilar,p1_format_soft,nr,nr,stop,1
2592,ll_0518,Kevin Aguilar,p2_complexity,nr,nr,stop,1
2593,ll_0518,Kevin Aguilar,p4_role,nr,nr,stop,1
2594,ll_0518,Kevin Aguilar,p5_fewshot,nr,nr,stop,1
2595,ll_0519,Christopher Nelson,p1_format,rn,rn,stop,1
2596,ll_0519,Christopher Nelson,p1_format_soft,rn,rn,stop,1
2597,ll_0519,Christopher Nelson,p2_complexity,rn,rn,stop,1
2598,ll_0519,Christopher Nelson,p4_role,rn,rn,stop,1
2599,ll_0519,Christopher Nelson,p5_fewshot,rn,rn,stop,1
2600,ll_0520,Susan Davis,p1_format,ns,ns,stop,1
2601,ll_0520,Susan Davis,p1_format_soft,ns,ns,stop,1
2602,ll_0520,Susan Davis,p2_complexity,ns,ns,stop,1
2603,ll_0520,Susan Davis,p4_role,ns,ns,stop,1
2604,ll_0520,Susan Davis,p5_fewshot,ns,ns,stop,1
2605,ll_0521,Mary Santos,p1_format,ys,ys,stop,1
2606,ll_0521,Mary Santos,p1_format_soft,ys,ys,stop,1
2607,ll_0521,Mary Santos,p2_complexity,ys,ys,stop,1
2608,ll_0521,Mary Santos,p4_role,ys,ys,stop,1
2609,ll_0521,Mary Santos,p5_fewshot,ys,ys,stop,1
2610,ll_0522,Martha Smith,p1_format,ah,ah,stop,1
2611,ll_0522,Martha Smith,p1_format_soft,ah,ah,stop,1
2612,ll_0522,Martha Smith,p2_complexity,ah,ah,stop,1
2613,ll_0522,Martha Smith,p4_role,ah,ah,stop,1
2614,ll_0522,Martha Smith,p5_fewshot,ah,ah,stop,1
2615,ll_0523,Javier Jackson,p1_format,rn,rn,stop,1
2616,ll_0523,Javier Jackson,p1_format_soft,rn,rn,stop,1
2617,ll_0523,Javier Jackson,p2_complexity,rn,rn,stop,1
2618,ll_0523,Javier Jackson,p4_role,rn,rn,stop,1
2619,ll_0523,Javier Jackson,p5_fewshot,rn,rn,stop,1
2620,ll_0524,Pedro Martin,p1_format,on,on,stop,1
2621,ll_0524,Pedro Martin,p1_format_soft,on,on,stop,1
2622,ll_0524,Pedro Martin,p2_complexity,on,on,stop,1
2623,ll_0524,Pedro Martin,p4_role,on,on,stop,1
2624,ll_0524,Pedro Martin,p5_fewshot,on,on,stop,1
2625,ll_0525,Anthony Delgado,p1_format,yo,yo,stop,1
2626,ll_0525,Anthony Delgado,p1_format_soft,yo,yo,stop,1
2627,ll_0525,Anthony Delgado,p2_complexity,yo,yo,stop,1
2628,ll_0525,Anthony Delgado,p4_role,yo,yo,stop,1
2629,ll_0525,Anthony Delgado,p5_fewshot,yo,yo,stop,1
2630,ll_0526,Nicole Hernandez,p1_format,ez,ez,stop,1
2631,ll_0526,Nicole Hernandez,p1_format_soft,ez,ez,stop,1
2632,ll_0526,Nicole Hernandez,p2_complexity,ez,ez,stop,1
2633,ll_0526,Nicole Hernandez,p4_role,ez,ez,stop,1
2634,ll_0526,Nicole Hernandez,p5_fewshot,ez,en,stop,0
2635,ll_0527,Linda Castillo,p1_format,ao,ao,stop,1
2636,ll_0527,Linda Castillo,p1_format_soft,ao,ao,stop,1
2637,ll_0527,Linda Castillo,p2_complexity,ao,ao,stop,1
2638,ll_0527,Linda Castillo,p4_role,ao,ao,stop,1
2639,ll_0527,Linda Castillo,p5_fewshot,ao,ao,stop,1
2640,ll_0528,Susan King,p1_format,ng,ng,stop,1
2641,ll_0528,Susan King,p1_format_soft,ng,ng,stop,1
2642,ll_0528,Susan King,p2_complexity,ng,ng,stop,1
2643,ll_0528,Susan King,p4_role,ng,ng,stop,1
2644,ll_0528,Susan King,p5_fewshot,ng,ng,stop,1
2645,ll_0529,Brian Mitchell,p1_format,nl,nl,stop,1
2646,ll_0529,Brian Mitchell,p1_format_soft,nl,nl,stop,1
2647,ll_0529,Brian Mitchell,p2_complexity,nl,nl,stop,1
2648,ll_0529,Brian Mitchell,p4_role,nl,nl,stop,1
2649,ll_0529,Brian Mitchell,p5_fewshot,nl,nl,stop,1
2650,ll_0530,Sarah Martin,p1_format,hn,hn,stop,1
2651,ll_0530,Sarah Martin,p1_format_soft,hn,hn,stop,1
2652,ll_0530,Sarah Martin,p2_complexity,hn,hn,stop,1
2653,ll_0530,Sarah Martin,p4_role,hn,hn,stop,1
2654,ll_0530,Sarah Martin,p5_fewshot,hn,hn,stop,1
2655,ll_0531,Nick Guzman,p1_format,kn,kn,stop,1
2656,ll_0531,Nick Guzman,p1_format_soft,kn,kn,stop,1
2657,ll_0531,Nick Guzman,p2_complexity,kn,kn,stop,1
2658,ll_0531,Nick Guzman,p4_role,kn,kn,stop,1
2659,ll_0531,Nick Guzman,p5_fewshot,kn,kn,stop,1
2660,ll_0532,John Lewis,p1_format,ns,ns,stop,1
2661,ll_0532,John Lewis,p1_format_soft,ns,ns,stop,1
2662,ll_0532,John Lewis,p2_complexity,ns,ns,stop,1
2663,ll_0532,John Lewis,p4_role,ns,ns,stop,1
2664,ll_0532,John Lewis,p5_fewshot,ns,ns,stop,1
2665,ll_0533,Carmen Nguyen,p1_format,nn,nn,stop,1
2666,ll_0533,Carmen Nguyen,p1_format_soft,nn,nn,stop,1
2667,ll_0533,Carmen Nguyen,p2_complexity,nn,nn,stop,1
2668,ll_0533,Carmen Nguyen,p4_role,nn,nn,stop,1
2669,ll_0533,Carmen Nguyen,p5_fewshot,nn,nn,stop,1
2670,ll_0534,Sharon Vazquez,p1_format,nz,nz,stop,1
2671,ll_0534,Sharon Vazquez,p1_format_soft,nz,nz,stop,1
2672,ll_0534,Sharon Vazquez,p2_complexity,nz,nz,stop,1
2673,ll_0534,Sharon Vazquez,p4_role,nz,nz,stop,1
2674,ll_0534,Sharon Vazquez,p5_fewshot,nz,nz,stop,1
2675,ll_0535,Patricia Hill,p1_format,al,al,stop,1
2676,ll_0535,Patricia Hill,p1_format_soft,al,al,stop,1
2677,ll_0535,Patricia Hill,p2_complexity,al,al,stop,1
2678,ll_0535,Patricia Hill,p4_role,al,al,stop,1
2679,ll_0535,Patricia Hill,p5_fewshot,al,al,stop,1
2680,ll_0536,Michael Reyes,p1_format,ls,ls,stop,1
2681,ll_0536,Michael Reyes,p1_format_soft,ls,ls,stop,1
2682,ll_0536,Michael Reyes,p2_complexity,ls,ls,stop,1
2683,ll_0536,Michael Reyes,p4_role,ls,ls,stop,1
2684,ll_0536,Michael Reyes,p5_fewshot,ls,ls,stop,1
2685,ll_0537,Jason Marie,p1_format,ne,ne,stop,1
2686,ll_0537,Jason Marie,p1_format_soft,ne,ne,stop,1
2687,ll_0537,Jason Marie,p2_complexity,ne,ne,stop,1
2688,ll_0537,Jason Marie,p4_role,ne,ne,stop,1
2689,ll_0537,Jason Marie,p5_fewshot,ne,ne,stop,1
2690,ll_0538,Kim Torres,p1_format,ms,ms,stop,1
2691,ll_0538,Kim Torres,p1_format_soft,ms,ms,stop,1
2692,ll_0538,Kim Torres,p2_complexity,ms,ms,stop,1
2693,ll_0538,Kim Torres,p4_role,ms,ms,stop,1
2694,ll_0538,Kim Torres,p5_fewshot,ms,ms,stop,1
2695,ll_0539,Katie Contreras,p1_format,es,es,stop,1
2696,ll_0539,Katie Contreras,p1_format_soft,es,es,stop,1
2697,ll_0539,Katie Contreras,p2_complexity,es,es,stop,1
2698,ll_0539,Katie Contreras,p4_role,es,es,stop,1
2699,ll_0539,Katie Contreras,p5_fewshot,es,es,stop,1
2700,ll_0540,Manuel Luna,p1_format,la,la,stop,1
2701,ll_0540,Manuel Luna,p1_format_soft,la,la,stop,1
2702,ll_0540,Manuel Luna,p2_complexity,la,la,stop,1
2703,ll_0540,Manuel Luna,p4_role,la,la,stop,1
2704,ll_0540,Manuel Luna,p5_fewshot,la,la,stop,1
2705,ll_0541,Claudia White,p1_format,ae,ae,stop,1
2706,ll_0541,Claudia White,p1_format_soft,ae,ae,stop,1
2707,ll_0541,Claudia White,p2_complexity,ae,ae,stop,1
2708,ll_0541,Claudia White,p4_role,ae,ae,stop,1
2709,ll_0541,Claudia White,p5_fewshot,ae,ae,stop,1
2710,ll_0542,Richard Taylor,p1_format,dr,dr,stop,1
2711,ll_0542,Richard Taylor,p1_format_soft,dr,dr,stop,1
2712,ll_0542,Richard Taylor,p2_complexity,dr,dr,stop,1
2713,ll_0542,Richard Taylor,p4_role,dr,dr,stop,1
2714,ll_0542,Richard Taylor,p5_fewshot,dr,dr,stop,1
2715,ll_0543,Veronica Gomez,p1_format,az,az,stop,1
2716,ll_0543,Veronica Gomez,p1_format_soft,az,az,stop,1
2717,ll_0543,Veronica Gomez,p2_complexity,az,az,stop,1
2718,ll_0543,Veronica Gomez,p4_role,az,az,stop,1
2719,ll_0543,Veronica Gomez,p5_fewshot,az,az,stop,1
2720,ll_0544,Juan Hall,p1_format,nl,nl,stop,1
2721,ll_0544,Juan Hall,p1_format_soft,nl,nl,stop,1
2722,ll_0544,Juan Hall,p2_complexity,nl,nl,stop,1
2723,ll_0544,Juan Hall,p4_role,nl,nl,stop,1
2724,ll_0544,Juan Hall,p5_fewshot,nl,nl,stop,1
2725,ll_0545,Juan Ortega,p1_format,na,na,stop,1
2726,ll_0545,Juan Ortega,p1_format_soft,na,na,stop,1
2727,ll_0545,Juan Ortega,p2_complexity,na,na,stop,1
2728,ll_0545,Juan Ortega,p4_role,na,na,stop,1
2729,ll_0545,Juan Ortega,p5_fewshot,na,na,stop,1
2730,ll_0546,Paul Torres,p1_format,ls,ls,stop,1
2731,ll_0546,Paul Torres,p1_format_soft,ls,ls,stop,1
2732,ll_0546,Paul Torres,p2_complexity,ls,ls,stop,1
2733,ll_0546,Paul Torres,p4_role,ls,ls,stop,1
2734,ll_0546,Paul Torres,p5_fewshot,ls,ls,stop,1
2735,ll_0547,Jorge Gomez,p1_format,ez,ez,stop,1
2736,ll_0547,Jorge Gomez,p1_format_soft,ez,ez,stop,1
2737,ll_0547,Jorge Gomez,p2_complexity,ez,ez,stop,1
2738,ll_0547,Jorge Gomez,p4_role,ez,ez,stop,1
2739,ll_0547,Jorge Gomez,p5_fewshot,ez,ez,stop,1
2740,ll_0548,Patricia Scott,p1_format,at,at,stop,1
2741,ll_0548,Patricia Scott,p1_format_soft,at,at,stop,1
2742,ll_0548,Patricia Scott,p2_complexity,at,at,stop,1
2743,ll_0548,Patricia Scott,p4_role,at,at,stop,1
2744,ll_0548,Patricia Scott,p5_fewshot,at,at,stop,1
2745,ll_0549,Brandon Hill,p1_format,nl,nl,stop,1
2746,ll_0549,Brandon Hill,p1_format_soft,nl,nl,stop,1
2747,ll_0549,Brandon Hill,p2_complexity,nl,nl,stop,1
2748,ll_0549,Brandon Hill,p4_role,nl,nl,stop,1
2749,ll_0549,Brandon Hill,p5_fewshot,nl,nl,stop,1
2750,ll_0550,William Harris,p1_format,ms,ns,stop,0
2751,ll_0550,William Harris,p1_format_soft,ms,ns,stop,0
2752,ll_0550,William Harris,p2_complexity,ms,ns,stop,0
2753,ll_0550,William Harris,p4_role,ms,ns,stop,0
2754,ll_0550,William Harris,p5_fewshot,ms,ms,stop,1
2755,ll_0551,Daniel Anderson,p1_format,ln,ln,stop,1
2756,ll_0551,Daniel Anderson,p1_format_soft,ln,ln,stop,1
2757,ll_0551,Daniel Anderson,p2_complexity,ln,nn,stop,0
2758,ll_0551,Daniel Anderson,p4_role,ln,nn,stop,0
2759,ll_0551,Daniel Anderson,p5_fewshot,ln,nn,stop,0
2760,ll_0552,Anthony Allen,p1_format,yn,yn,stop,1
2761,ll_0552,Anthony Allen,p1_format_soft,yn,yn,stop,1
2762,ll_0552,Anthony Allen,p2_complexity,yn,yn,stop,1
2763,ll_0552,Anthony Allen,p4_role,yn,yn,stop,1
2764,ll_0552,Anthony Allen,p5_fewshot,yn,yn,stop,1
2765,ll_0553,Christopher Clark,p1_format,rk,rk,stop,1
2766,ll_0553,Christopher Clark,p1_format_soft,rk,rk,stop,1
2767,ll_0553,Christopher Clark,p2_complexity,rk,rk,stop,1
2768,ll_0553,Christopher Clark,p4_role,rk,rk,stop,1
2769,ll_0553,Christopher Clark,p5_fewshot,rk,rk,stop,1
2770,ll_0554,Oscar Torres,p1_format,rs,rs,stop,1
2771,ll_0554,Oscar Torres,p1_format_soft,rs,rs,stop,1
2772,ll_0554,Oscar Torres,p2_complexity,rs,rs,stop,1
2773,ll_0554,Oscar Torres,p4_role,rs,rs,stop,1
2774,ll_0554,Oscar Torres,p5_fewshot,rs,rs,stop,1
2775,ll_0555,Nick Robinson,p1_format,kn,kn,stop,1
2776,ll_0555,Nick Robinson,p1_format_soft,kn,kn,stop,1
2777,ll_0555,Nick Robinson,p2_complexity,kn,kn,stop,1
2778,ll_0555,Nick Robinson,p4_role,kn,kn,stop,1
2779,ll_0555,Nick Robinson,p5_fewshot,kn,kn,stop,1
2780,ll_0556,Monica White,p1_format,ae,ae,stop,1
2781,ll_0556,Monica White,p1_format_soft,ae,ae,stop,1
2782,ll_0556,Monica White,p2_complexity,ae,ae,stop,1
2783,ll_0556,Monica White,p4_role,ae,ae,stop,1
2784,ll_0556,Monica White,p5_fewshot,ae,ae,stop,1
2785,ll_0557,Rachel Nelson,p1_format,ln,ln,stop,1
2786,ll_0557,Rachel Nelson,p1_format_soft,ln,ln,stop,1
2787,ll_0557,Rachel Nelson,p2_complexity,ln,ln,stop,1
2788,ll_0557,Rachel Nelson,p4_role,ln,ln,stop,1
2789,ll_0557,Rachel Nelson,p5_fewshot,ln,ln,stop,1
2790,ll_0558,Juan Castillo,p1_format,no,no,stop,1
2791,ll_0558,Juan Castillo,p1_format_soft,no,no,stop,1
2792,ll_0558,Juan Castillo,p2_complexity,no,no,stop,1
2793,ll_0558,Juan Castillo,p4_role,no,no,stop,1
2794,ll_0558,Juan Castillo,p5_fewshot,no,no,stop,1
2795,ll_0559,Jonathan Miller,p1_format,nr,nr,stop,1
2796,ll_0559,Jonathan Miller,p1_format_soft,nr,nr,stop,1
2797,ll_0559,Jonathan Miller,p2_complexity,nr,nr,stop,1
2798,ll_0559,Jonathan Miller,p4_role,nr,nr,stop,1
2799,ll_0559,Jonathan Miller,p5_fewshot,nr,nr,stop,1
2800,ll_0560,Claudia Martinez,p1_format,az,az,stop,1
2801,ll_0560,Claudia Martinez,p1_format_soft,az,az,stop,1
2802,ll_0560,Claudia Martinez,p2_complexity,az,az,stop,1
2803,ll_0560,Claudia Martinez,p4_role,az,az,stop,1
2804,ll_0560,Claudia Martinez,p5_fewshot,az,az,stop,1
2805,ll_0561,Samantha Ramirez,p1_format,az,az,stop,1
2806,ll_0561,Samantha Ramirez,p1_format_soft,az,az,stop,1
2807,ll_0561,Samantha Ramirez,p2_complexity,az,az,stop,1
2808,ll_0561,Samantha Ramirez,p4_role,az,az,stop,1
2809,ll_0561,Samantha Ramirez,p5_fewshot,az,az,stop,1
2810,ll_0562,Michelle Adams,p1_format,es,es,stop,1
2811,ll_0562,Michelle Adams,p1_format_soft,es,es,stop,1
2812,ll_0562,Michelle Adams,p2_complexity,es,es,stop,1
2813,ll_0562,Michelle Adams,p4_role,es,es,stop,1
2814,ll_0562,Michelle Adams,p5_fewshot,es,es,stop,1
2815,ll_0563,Ashley Lopez,p1_format,yz,yz,stop,1
2816,ll_0563,Ashley Lopez,p1_format_soft,yz,yz,stop,1
2817,ll_0563,Ashley Lopez,p2_complexity,yz,yz,stop,1
2818,ll_0563,Ashley Lopez,p4_role,yz,yz,stop,1
2819,ll_0563,Ashley Lopez,p5_fewshot,yz,yz,stop,1
2820,ll_0564,Robert Davis,p1_format,ts,ts,stop,1
2821,ll_0564,Robert Davis,p1_format_soft,ts,ts,stop,1
2822,ll_0564,Robert Davis,p2_complexity,ts,ts,stop,1
2823,ll_0564,Robert Davis,p4_role,ts,ts,stop,1
2824,ll_0564,Robert Davis,p5_fewshot,ts,ts,stop,1
2825,ll_0565,Pedro Ruiz,p1_format,oz,oz,stop,1
2826,ll_0565,Pedro Ruiz,p1_format_soft,oz,oz,stop,1
2827,ll_0565,Pedro Ruiz,p2_complexity,oz,oz,stop,1
2828,ll_0565,Pedro Ruiz,p4_role,oz,oz,stop,1
2829,ll_0565,Pedro Ruiz,p5_fewshot,oz,oz,stop,1
2830,ll_0566,Matthew Vega,p1_format,wa,wa,stop,1
2831,ll_0566,Matthew Vega,p1_format_soft,wa,wa,stop,1
2832,ll_0566,Matthew Vega,p2_complexity,wa,wa,stop,1
2833,ll_0566,Matthew Vega,p4_role,wa,wa,stop,1
2834,ll_0566,Matthew Vega,p5_fewshot,wa,wa,stop,1
2835,ll_0567,Chris Jackson,p1_format,sn,sn,stop,1
2836,ll_0567,Chris Jackson,p1_format_soft,sn,sn,stop,1
2837,ll_0567,Chris Jackson,p2_complexity,sn,sn,stop,1
2838,ll_0567,Chris Jackson,p4_role,sn,sn,stop,1
2839,ll_0567,Chris Jackson,p5_fewshot,sn,sn,stop,1
2840,ll_0568,Jessica Garza,p1_format,aa,aa,stop,1
2841,ll_0568,Jessica Garza,p1_format_soft,aa,aa,stop,1
2842,ll_0568,Jessica Garza,p2_complexity,aa,aa,stop,1
2843,ll_0568,Jessica Garza,p4_role,aa,aa,stop,1
2844,ll_0568,Jessica Garza,p5_fewshot,aa,aa,stop,1
2845,ll_0569,Anna Gomez,p1_format,az,az,stop,1
2846,ll_0569,Anna Gomez,p1_format_soft,az,az,stop,1
2847,ll_0569,Anna Gomez,p2_complexity,az,az,stop,1
2848,ll_0569,Anna Gomez,p4_role,az,az,stop,1
2849,ll_0569,Anna Gomez,p5_fewshot,az,az,stop,1
2850,ll_0570,Tony Ramos,p1_format,ys,ys,stop,1
2851,ll_0570,Tony Ramos,p1_format_soft,ys,ys,stop,1
2852,ll_0570,Tony Ramos,p2_complexity,ys,ys,stop,1
2853,ll_0570,Tony Ramos,p4_role,ys,ys,stop,1
2854,ll_0570,Tony Ramos,p5_fewshot,ys,ys,stop,1
2855,ll_0571,Brandon Jimenez,p1_format,nz,nz,stop,1
2856,ll_0571,Brandon Jimenez,p1_format_soft,nz,nz,stop,1
2857,ll_0571,Brandon Jimenez,p2_complexity,nz,nz,stop,1
2858,ll_0571,Brandon Jimenez,p4_role,nz,nz,stop,1
2859,ll_0571,Brandon Jimenez,p5_fewshot,nz,nz,stop,1
2860,ll_0572,Carmen Singh,p1_format,nh,nh,stop,1
2861,ll_0572,Carmen Singh,p1_format_soft,nh,nh,stop,1
2862,ll_0572,Carmen Singh,p2_complexity,nh,nh,stop,1
2863,ll_0572,Carmen Singh,p4_role,nh,nh,stop,1
2864,ll_0572,Carmen Singh,p5_fewshot,nh,ng,stop,0
2865,ll_0573,Michelle Ramos,p1_format,es,es,stop,1
2866,ll_0573,Michelle Ramos,p1_format_soft,es,es,stop,1
2867,ll_0573,Michelle Ramos,p2_complexity,es,es,stop,1
2868,ll_0573,Michelle Ramos,p4_role,es,es,stop,1
2869,ll_0573,Michelle Ramos,p5_fewshot,es,es,stop,1
2870,ll_0574,Joseph Smith,p1_format,hh,hh,stop,1
2871,ll_0574,Joseph Smith,p1_format_soft,hh,hh,stop,1
2872,ll_0574,Joseph Smith,p2_complexity,hh,hh,stop,1
2873,ll_0574,Joseph Smith,p4_role,hh,hh,stop,1
2874,ll_0574,Joseph Smith,p5_fewshot,hh,hh,stop,1
2875,ll_0575,Elizabeth Marie,p1_format,he,he,stop,1
2876,ll_0575,Elizabeth Marie,p1_format_soft,he,he,stop,1
2877,ll_0575,Elizabeth Marie,p2_complexity,he,he,stop,1
2878,ll_0575,Elizabeth Marie,p4_role,he,he,stop,1
2879,ll_0575,Elizabeth Marie,p5_fewshot,he,he,stop,1
2880,ll_0576,Richard Alvarez,p1_format,dz,dz,stop,1
2881,ll_0576,Richard Alvarez,p1_format_soft,dz,dz,stop,1
2882,ll_0576,Richard Alvarez,p2_complexity,dz,dz,stop,1
2883,ll_0576,Richard Alvarez,p4_role,dz,dz,stop,1
2884,ll_0576,Richard Alvarez,p5_fewshot,dz,dz,stop,1
2885,ll_0577,Sara Castillo,p1_format,ao,ao,stop,1
2886,ll_0577,Sara Castillo,p1_format_soft,ao,ao,stop,1
2887,ll_0577,Sara Castillo,p2_complexity,ao,ao,stop,1
2888,ll_0577,Sara Castillo,p4_role,ao,ao,stop,1
2889,ll_0577,Sara Castillo,p5_fewshot,ao,ao,stop,1
2890,ll_0578,Angel Mendez,p1_format,lz,lz,stop,1
2891,ll_0578,Angel Mendez,p1_format_soft,lz,lz,stop,1
2892,ll_0578,Angel Mendez,p2_complexity,lz,lz,stop,1
2893,ll_0578,Angel Mendez,p4_role,lz,lz,stop,1
2894,ll_0578,Angel Mendez,p5_fewshot,lz,lz,stop,1
2895,ll_0579,Amanda Khan,p1_format,an,an,stop,1
2896,ll_0579,Amanda Khan,p1_format_soft,an,an,stop,1
2897,ll_0579,Amanda Khan,p2_complexity,an,an,stop,1
2898,ll_0579,Amanda Khan,p4_role,an,an,stop,1
2899,ll_0579,Amanda Khan,p5_fewshot,an,an,stop,1
2900,ll_0580,Miguel Thomas,p1_format,ls,ls,stop,1
2901,ll_0580,Miguel Thomas,p1_format_soft,ls,ls,stop,1
2902,ll_0580,Miguel Thomas,p2_complexity,ls,ls,stop,1
2903,ll_0580,Miguel Thomas,p4_role,ls,ls,stop,1
2904,ll_0580,Miguel Thomas,p5_fewshot,ls,ls,stop,1
2905,ll_0581,Anna Kim,p1_format,am,am,stop,1
2906,ll_0581,Anna Kim,p1_format_soft,am,am,stop,1
2907,ll_0581,Anna Kim,p2_complexity,am,am,stop,1
2908,ll_0581,Anna Kim,p4_role,am,am,stop,1
2909,ll_0581,Anna Kim,p5_fewshot,am,am,stop,1
2910,ll_0582,Justin Flores,p1_format,ns,ns,stop,1
2911,ll_0582,Justin Flores,p1_format_soft,ns,ns,stop,1
2912,ll_0582,Justin Flores,p2_complexity,ns,ns,stop,1
2913,ll_0582,Justin Flores,p4_role,ns,ns,stop,1
2914,ll_0582,Justin Flores,p5_fewshot,ns,ns,stop,1
2915,ll_0583,James Carter,p1_format,sr,sr,stop,1
2916,ll_0583,James Carter,p1_format_soft,sr,sr,stop,1
2917,ll_0583,James Carter,p2_complexity,sr,sr,stop,1
2918,ll_0583,James Carter,p4_role,sr,sr,stop,1
2919,ll_0583,James Carter,p5_fewshot,sr,sr,stop,1
2920,ll_0584,Kathy Salazar,p1_format,yr,yr,stop,1
2921,ll_0584,Kathy Salazar,p1_format_soft,yr,yr,stop,1
2922,ll_0584,Kathy Salazar,p2_complexity,yr,yr,stop,1
2923,ll_0584,Kathy Salazar,p4_role,yr,yr,stop,1
2924,ll_0584,Kathy Salazar,p5_fewshot,yr,yr,stop,1
2925,ll_0585,Katie Vargas,p1_format,es,es,stop,1
2926,ll_0585,Katie Vargas,p1_format_soft,es,es,stop,1
2927,ll_0585,Katie Vargas,p2_complexity,es,es,stop,1
2928,ll_0585,Katie Vargas,p4_role,es,es,stop,1
2929,ll_0585,Katie Vargas,p5_fewshot,es,es,stop,1
2930,ll_0586,Manuel Vasquez,p1_format,lz,lz,stop,1
2931,ll_0586,Manuel Vasquez,p1_format_soft,lz,lz,stop,1
2932,ll_0586,Manuel Vasquez,p2_complexity,lz,lz,stop,1
2933,ll_0586,Manuel Vasquez,p4_role,lz,lz,stop,1
2934,ll_0586,Manuel Vasquez,p5_fewshot,lz,lz,stop,1
2935,ll_0587,Stephanie Thompson,p1_format,en,en,stop,1
2936,ll_0587,Stephanie Thompson,p1_format_soft,en,en,stop,1
2937,ll_0587,Stephanie Thompson,p2_complexity,en,en,stop,1
2938,ll_0587,Stephanie Thompson,p4_role,en,en,stop,1
2939,ll_0587,Stephanie Thompson,p5_fewshot,en,en,stop,1
2940,ll_0588,Steve Ramirez,p1_format,ez,ez,stop,1
2941,ll_0588,Steve Ramirez,p1_format_soft,ez,ez,stop,1
2942,ll_0588,Steve Ramirez,p2_complexity,ez,ez,stop,1
2943,ll_0588,Steve Ramirez,p4_role,ez,ez,stop,1
2944,ll_0588,Steve Ramirez,p5_fewshot,ez,ez,stop,1
2945,ll_0589,Carmen Walker,p1_format,nr,nr,stop,1
2946,ll_0589,Carmen Walker,p1_format_soft,nr,nr,stop,1
2947,ll_0589,Carmen Walker,p2_complexity,nr,nr,stop,1
2948,ll_0589,Carmen Walker,p4_role,nr,nr,stop,1
2949,ll_0589,Carmen Walker,p5_fewshot,nr,nr,stop,1
2950,ll_0590,Veronica Gutierrez,p1_format,az,az,stop,1
2951,ll_0590,Veronica Gutierrez,p1_format_soft,az,az,stop,1
2952,ll_0590,Veronica Gutierrez,p2_complexity,az,az,stop,1
2953,ll_0590,Veronica Gutierrez,p4_role,az,az,stop,1
2954,ll_0590,Veronica Gutierrez,p5_fewshot,az,az,stop,1
2955,ll_0591,Anna Rojas,p1_format,as,as,stop,1
2956,ll_0591,Anna Rojas,p1_format_soft,as,as,stop,1
2957,ll_0591,Anna Rojas,p2_complexity,as,as,stop,1
2958,ll_0591,Anna Rojas,p4_role,as,as,stop,1
2959,ll_0591,Anna Rojas,p5_fewshot,as,as,stop,1
2960,ll_0592,Jessica Carter,p1_format,ar,ar,stop,1
2961,ll_0592,Jessica Carter,p1_format_soft,ar,ar,stop,1
2962,ll_0592,Jessica Carter,p2_complexity,ar,ar,stop,1
2963,ll_0592,Jessica Carter,p4_role,ar,ar,stop,1
2964,ll_0592,Jessica Carter,p5_fewshot,ar,ar,stop,1
2965,ll_0593,Daniel Sandoval,p1_format,ll,ll,stop,1
2966,ll_0593,Daniel Sandoval,p1_format_soft,ll,ll,stop,1
2967,ll_0593,Daniel Sandoval,p2_complexity,ll,nl,stop,0
2968,ll_0593,Daniel Sandoval,p4_role,ll,ll,stop,1
2969,ll_0593,Daniel Sandoval,p5_fewshot,ll,nl,stop,0
2970,ll_0594,Jennifer Moreno,p1_format,ro,ro,stop,1
2971,ll_0594,Jennifer Moreno,p1_format_soft,ro,ro,stop,1
