custom_id,question_id,arc_id,answerKey,predicted,correct,parse_method,raw_response
1009,1009,Mercury_SC_401585,A,A,1,heuristic,A
1010,1010,Mercury_188528,D,D,1,heuristic,D
1011,1011,Mercury_SC_415719,A,A,1,heuristic,A
1012,1012,Mercury_SC_407072,A,A,1,heuristic,A
1013,1013,Mercury_7091823,A,A,1,heuristic,A
1014,1014,Mercury_7040985,B,B,1,heuristic,B
1015,1015,Mercury_SC_409383,D,D,1,heuristic,D
1016,1016,Mercury_SC_407080,D,D,1,heuristic,D
1017,1017,MCAS_2000_4_34,A,A,1,heuristic,A
1018,1018,Mercury_7032498,D,D,1,heuristic,D
1019,1019,TAKS_2009_5_30,A,A,1,heuristic,A
1020,1020,Mercury_SC_415761,C,C,1,heuristic,C
1021,1021,ACTAAP_2008_5_10,D,D,1,heuristic,D
1022,1022,Mercury_416671,D,D,1,heuristic,D
1023,1023,Mercury_400803,D,D,1,heuristic,D
1024,1024,Mercury_7005880,C,C,1,heuristic,C
1025,1025,Mercury_7210508,C,C,1,heuristic,C
1026,1026,NYSEDREGENTS_2013_4_1,C,C,1,heuristic,C
1027,1027,NYSEDREGENTS_2008_4_12,C,C,1,heuristic,C
1028,1028,Mercury_400091,B,B,1,heuristic,B
1029,1029,Mercury_SC_402257,D,D,1,heuristic,D
1030,1030,Mercury_7227815,D,B,0,heuristic,B
1031,1031,ACTAAP_2010_7_3,A,A,1,heuristic,A
1032,1032,Mercury_SC_410905,D,D,1,heuristic,D
1033,1033,OHAT_2010_5_18,D,D,1,heuristic,D
1034,1034,NAEP_2000_8_S11+10,A,A,1,heuristic,A
1035,1035,MCAS_2003_8_29,B,B,1,heuristic,B
1036,1036,Mercury_401433,D,D,1,heuristic,D
1037,1037,TIMSS_1995_8_N4,B,B,1,heuristic,B
1038,1038,Mercury_SC_405885,C,C,1,heuristic,C
1039,1039,Mercury_7263638,B,B,1,heuristic,B
1040,1040,Mercury_401428,B,B,1,heuristic,B
1041,1041,Mercury_SC_402121,B,B,1,heuristic,B
1042,1042,NYSEDREGENTS_2015_4_7,A,A,1,heuristic,A
1043,1043,MCAS_2012_5_23614,C,C,1,heuristic,C
1044,1044,Mercury_407262,A,A,1,heuristic,A
1045,1045,MCAS_2014_8_6,B,B,1,heuristic,B
1046,1046,Mercury_7032515,D,D,1,heuristic,D
1047,1047,Mercury_7270165,C,C,1,heuristic,C
1048,1048,Mercury_7017045,B,B,1,heuristic,B
1049,1049,Mercury_SC_400386,A,A,1,heuristic,A
1050,1050,Mercury_400750,D,D,1,heuristic,D
1051,1051,MCAS_2006_9_28-v1,C,C,1,heuristic,C
1052,1052,Mercury_416376,D,D,1,heuristic,D
1053,1053,Mercury_7086520,A,A,1,heuristic,A
1054,1054,Mercury_7014333,A,A,1,heuristic,A
1055,1055,Mercury_SC_406623,A,A,1,heuristic,A
1056,1056,Mercury_7042648,A,A,1,heuristic,A
1057,1057,MCAS_2004_8_23,B,B,1,heuristic,B
1058,1058,MCAS_2013_8_29425,A,A,1,heuristic,A
1059,1059,MEAP_2005_5_15,B,B,1,heuristic,B
1060,1060,Mercury_7016258,B,B,1,heuristic,B
1061,1061,NCEOGA_2013_8_5,A,A,1,heuristic,A
1062,1062,Mercury_7015540,B,B,1,heuristic,B
1063,1063,Mercury_SC_414001,D,D,1,heuristic,D
1064,1064,Mercury_7017973,D,D,1,heuristic,D
1065,1065,Mercury_407097,C,A,0,heuristic,A
1066,1066,Mercury_SC_406794,C,C,1,heuristic,C
1067,1067,Mercury_7227710,D,D,1,heuristic,D
1068,1068,Mercury_SC_406710,C,C,1,heuristic,C
1069,1069,Mercury_401926,D,D,1,heuristic,D
1070,1070,MCAS_2014_5_15,D,D,1,heuristic,D
1071,1071,Mercury_LBS10151,A,A,1,heuristic,A
1072,1072,ACTAAP_2013_5_8,B,B,1,heuristic,B
1073,1073,Mercury_SC_407592,A,A,1,heuristic,A
1074,1074,TIMSS_1995_8_L6,D,D,1,heuristic,D
1075,1075,Mercury_7233398,C,C,1,heuristic,C
1076,1076,Mercury_407664,D,D,1,heuristic,D
1077,1077,Mercury_SC_408657,D,D,1,heuristic,D
1078,1078,Mercury_7142800,B,B,1,heuristic,B
1079,1079,Mercury_SC_410837,B,B,1,heuristic,B
1080,1080,Mercury_7154315,A,A,1,heuristic,A
1081,1081,Mercury_7239628,D,D,1,heuristic,D
1082,1082,Mercury_401241,A,A,1,heuristic,A
1083,1083,Mercury_SC_408251,A,A,1,heuristic,A
1084,1084,Mercury_7175893,D,D,1,heuristic,D
1085,1085,Mercury_7202843,A,A,1,heuristic,A
1086,1086,Mercury_7159023,C,C,1,heuristic,C
1087,1087,MDSA_2008_8_3,D,D,1,heuristic,D
1088,1088,Mercury_7218348,A,A,1,heuristic,A
1089,1089,Mercury_SC_406458,D,D,1,heuristic,D
1090,1090,LEAP_2007_4_10280,A,A,1,heuristic,A
1091,1091,Mercury_7216965,C,C,1,heuristic,C
1092,1092,NYSEDREGENTS_2010_8_42,B,B,1,heuristic,B
1093,1093,LEAP__7_10351,C,C,1,heuristic,C
1094,1094,Mercury_SC_400590,D,D,1,heuristic,D
1095,1095,Mercury_7086608,B,B,1,heuristic,B
1096,1096,Mercury_7187863,D,D,1,heuristic,D
1097,1097,Mercury_7120873,C,C,1,heuristic,C
1098,1098,Mercury_184730,B,B,1,heuristic,B
1099,1099,Mercury_SC_401265,D,D,1,heuristic,D
1100,1100,OHAT_2009_8_34,D,D,1,heuristic,D
1101,1101,Mercury_406639,B,B,1,heuristic,B
1102,1102,Mercury_7008610,D,D,1,heuristic,D
1103,1103,MCAS_2009_8_12,A,A,1,heuristic,A
1104,1104,MCAS_2005_8_12,C,C,1,heuristic,C
1105,1105,ACTAAP_2008_7_4,B,B,1,heuristic,B
1106,1106,NYSEDREGENTS_2008_4_3,D,D,1,heuristic,D
1107,1107,Mercury_SC_416181,B,B,1,heuristic,B
1108,1108,NYSEDREGENTS_2010_4_30,B,B,1,heuristic,B
1109,1109,Mercury_7025060,D,D,1,heuristic,D
1110,1110,Mercury_SC_402103,D,D,1,heuristic,D
1111,1111,VASoL_2009_5_37,C,C,1,heuristic,C
1112,1112,Mercury_SC_402981,D,D,1,heuristic,D
1113,1113,NYSEDREGENTS_2008_8_5,B,B,1,heuristic,B
1114,1114,MCAS_1998_4_13,B,B,1,heuristic,B
1115,1115,MDSA_2008_8_20,C,C,1,heuristic,C
1116,1116,Mercury_SC_400134,D,B,0,heuristic,B
1117,1117,Mercury_SC_LBS10265,C,C,1,heuristic,C
1118,1118,Mercury_7188580,A,A,1,heuristic,A
1119,1119,Mercury_402348,A,A,1,heuristic,A
1120,1120,Mercury_7030555,C,C,1,heuristic,C
1121,1121,Mercury_SC_415453,A,A,1,heuristic,A
1122,1122,Mercury_7074848,A,A,1,heuristic,A
1123,1123,Mercury_SC_400582,A,A,1,heuristic,A
1124,1124,Mercury_SC_401168,C,C,1,heuristic,C
1125,1125,Mercury_180828,C,C,1,heuristic,C
1126,1126,FCAT_2008_5_1,A,A,1,heuristic,A
1127,1127,TAKS_2009_5_25,C,C,1,heuristic,C
1128,1128,Mercury_SC_LBS10392,A,A,1,heuristic,A
1129,1129,Mercury_7212905,B,B,1,heuristic,B
1130,1130,Mercury_7212888,A,A,1,heuristic,A
1131,1131,MDSA_2007_8_42,D,D,1,heuristic,D
1132,1132,Mercury_SC_415534,B,B,1,heuristic,B
1133,1133,Mercury_7213413,D,D,1,heuristic,D
1134,1134,Mercury_7068635,C,C,1,heuristic,C
1135,1135,Mercury_417137,C,C,1,heuristic,C
1136,1136,Mercury_7268258,C,C,1,heuristic,C
1137,1137,NAEP_2005_4_S13+14,C,C,1,heuristic,C
1138,1138,Mercury_SC_406089,D,D,1,heuristic,D
1139,1139,Mercury_SC_400700,C,C,1,heuristic,C
1140,1140,Mercury_7223493,A,A,1,heuristic,A
1141,1141,Mercury_SC_405928,D,D,1,heuristic,D
1142,1142,MCAS_2009_5_6518,D,D,1,heuristic,D
1143,1143,MCAS_2006_9_1,B,B,1,heuristic,B
1144,1144,Mercury_7239383,B,B,1,heuristic,B
1145,1145,Mercury_SC_400130,B,B,1,heuristic,B
1146,1146,Mercury_401426,D,D,1,heuristic,D
1147,1147,MCAS_2010_8_12016,C,C,1,heuristic,C
1148,1148,Mercury_SC_400324,B,B,1,heuristic,B
1149,1149,Mercury_SC_LBS10662,C,C,1,heuristic,C
1150,1150,VASoL_2009_3_8,D,D,1,heuristic,D
1151,1151,Mercury_SC_401185,C,C,1,heuristic,C
1152,1152,NYSEDREGENTS_2015_8_29,C,C,1,heuristic,C
1153,1153,Mercury_7234378,D,D,1,heuristic,D
1154,1154,ACTAAP_2014_7_3,D,D,1,heuristic,D
1155,1155,MDSA_2008_8_27,D,B,0,heuristic,B
1156,1156,Mercury_7004725,A,A,1,heuristic,A
1157,1157,Mercury_405143,C,C,1,heuristic,C
1158,1158,MCAS_2003_8_7,A,A,1,heuristic,A
1159,1159,Mercury_SC_405341,A,A,1,heuristic,A
1160,1160,Mercury_7283833,B,B,1,heuristic,B
1161,1161,Mercury_7159303,A,A,1,heuristic,A
1162,1162,Mercury_406427,C,C,1,heuristic,C
1163,1163,Mercury_SC_414129,B,B,1,heuristic,B
1164,1164,Mercury_7108990,A,A,1,heuristic,A
1165,1165,Mercury_SC_407315,A,D,0,heuristic,D
1166,1166,Mercury_SC_408663,B,B,1,heuristic,B
1167,1167,MEA_2013_8_18,A,A,1,heuristic,A
1168,1168,Mercury_7111125,A,A,1,heuristic,A
1169,1169,LEAP_2009_8_10430,A,A,1,heuristic,A
1170,1170,Mercury_7165218,D,D,1,heuristic,D
1171,1171,MEA_2013_8_15,A,A,1,heuristic,A
